Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2017,12,14,17:34:5,2017,12,14,17:34:5,,Report: Pakistani, Afghan Nationals To Be Resettled in U.S. 'Have Acute Mental Health Problems' - Breitbart,"Single men from Pakistan, Afghanistan, and Myanmar to be resettled in the United States next year "have acute mental health problems."" Found at: http://www.breitbart.com/big-government/2017/12/14/report-pakistani-afghan-nationals-to-be-resettled-in-u-s-have-acute-mental-health-problems/,,,,,,,
2017,12,14,15:50:1,2017,12,14,15:50:1,,Poll: Plurality of Americans Believe Amnesty Encourages More Illegal Immigration - Breitbart,"Poll: Plurality of Americans Believe Amnesty Encourages More Illegal Immigration" Found at: http://www.breitbart.com/big-government/2017/12/14/poll-majority-of-americans-continue-to-believe-amnesty-encourages-more-illegal-immigration/,,,,,,,
2017,12,13,18:52:3,2017,12,13,18:52:3,,CNN: Anderson Cooper's Anti-Trump Tweet Came from Assistant's Phone, not 'Hack' - Breitbart,"CNN claims that a tweet sent from Anderson Cooper's account calling Trump a "pathetic loser" was sent from the phone of Cooper's assistant," Found at: http://www.breitbart.com/tech/2017/12/13/cnn-anderson-coopers-anti-trump-tweet-came-from-assistants-phone-not-hack/,,,,,,,
2017,12,13,14:56:2,2017,12,13,14:56:2,,Chain Migration Imported 120K Foreign Nationals from Terrorist-Funding Countries Since 2005 - Breitbart,"Nearly 120,000 foreign nationals have been allowed to enter the US since 2005 despite coming from state-sponsors of terrorism." Found at: http://www.breitbart.com/big-government/2017/12/13/chain-migration-imported-120k-foreign-nationals-from-terrorist-funding-countries-since-2005/,,,,,,,
2017,12,13,10:26:0,2017,12,13,10:26:0,,LiAngelo Ball Says He Only Thanked President Trump Because UCLA Told Him to: 'They Wanted to Hear That' - Breitbart,"LiAngelo Ball's relationship with UCLA did not last very long, in fact it spanned all of one exhibition game and a brief trip to China." Found at: http://www.breitbart.com/sports/2017/12/13/liangelo-ball-says-thanked-president-trump-ucla-told-wanted-hear/,,,,,,,
2017,12,12,17:20:5,2017,12,12,17:20:5,,USCIS Director Calls on GOP-Led Congress to Act: 'Not The Way We Should Be Running Our Immigration System' - Breitbart,"This is "not the way we should be running our immigration system," US Citizenship and Immigration Services Director Lee Francis Cissna says." Found at: http://www.breitbart.com/big-government/2017/12/12/uscis-director-calls-on-gop-led-congress-to-act-not-the-way-we-should-be-running-our-immigration-system/,,,,,,,
2017,12,12,16:21:2,2017,12,12,16:21:2,,Data: Foreign Relatives of Immigrants Dominated More than 70 Percent of All Immigration to U.S. in 2016 - Breitbart,"More than 70 percent of all legal immigration to the United States in 2016 came from foreign relatives of newly naturalized U.S. citizens." Found at: http://www.breitbart.com/big-government/2017/12/12/data-foreign-relatives-of-immigrants-dominated-more-than-70-percent-of-all-immigration-to-u-s-in-2016/,,,,,,,
2017,12,12,15:28:4,2017,12,12,15:28:4,,NYC Suicide-Bomber Got 'Most Extreme, Remote Possible' Visa, Says Official - Breitbart,"The alleged suicide-bomber in New York City on Monday came to the U.S. on the "most extreme, remote possible" visa category." Found at: http://www.breitbart.com/big-government/2017/12/12/nyc-suicide-bomber-got-most-extreme-remote-possible-visa-says-official/,,,,,,,
2017,12,12,14:06:0,2017,12,12,14:06:0,,DHS Secretary: Trump Is Focused on Ending 'Misguided' Chain Migration, 'Outdated' Visa Lottery - Breitbart,"DHS Secretary Kirstjen Nielsen touted the end of family-based mass immigration and the Diversity Visa Lottery program." Found at: http://www.breitbart.com/big-government/2017/12/12/dhs-secretary-trump-is-focused-on-ending-misguided-chain-migration-outdated-visa-lottery/,,,,,,,
2017,12,12,09:43:1,2017,12,12,09:43:1,,'End Chain Migration:' Donald Trump Demands Action from GOP-Led Congress,"President Donald Trump is demanding action on migration from Congress led by Speaker Paul Ryan and Senate Majority Leader Mitch McConnell." Found at: http://www.breitbart.com/big-government/2017/12/12/end-chain-migration-donald-trump-demands-action-from-gop-led-congress/,,,,,,,
2017,12,11,21:10:0,2017,12,11,21:10:0,,Judge Roy Moore Invokes Jeff Sessions, Vows Allegiance to Pro-American Immigration Reform Movement - Breitbart,"Roy Moore invoked Attorney General Jeff Sessions on the issue of immigration during his final plea to Alabama voters" Found at: http://www.breitbart.com/big-government/2017/12/11/judge-roy-moore-invokes-jeff-sessions-vows-allegiance-to-pro-american-immigration-reform-movement/,,,,,,,
2017,12,11,12:31:4,2017,12,11,12:31:4,,DHS: Suicide-Bomb Suspect Arrived by Chain Migration - Breitbart,"President Trump Has Already Urged End to Chain Migration System" Found at: http://www.breitbart.com/big-government/2017/12/11/dhs-subway-suicide-bomb-suspect-is-chain-migrant/,,,,,,,
2017,12,11,12:03:0,2017,12,11,12:03:0,,NYC Terror Suspect Is Fourth Bangladeshi National Accused of Terrorism in Last Decade,"Twenty-seven-year-old Akayed Ullah is the fourth Bangladeshi national in the U.S. to be accused of terrorism in little more than a decade." Found at: http://www.breitbart.com/big-government/2017/12/11/nyc-terror-suspect-fourth-bangladeshi-national-accused-terrorism-last-decade/,,,,,,,
2017,12,11,09:24:2,2017,12,11,09:24:2,,Revealed: Chain Migration Imported More Than 140K Bangladeshi Nationals to U.S. Since 2005,"More than 140,000 Bangladeshi nationals -- larger than the population of Dayton, Ohio -- have entered the United States since 2005.." Found at: http://www.breitbart.com/big-government/2017/12/11/revealed-chain-migration-imported-more-than-140k-bangladeshi-nationals-to-u-s-since-2005/,,,,,,,
2017,12,11,07:46:2,2017,12,11,07:46:2,,Nearly Two out of Five Swing-Voters Say DACA Amnesty 'Should Not Be a Priority',"Almost two out of five swing-voters say giving amnesty to illegal aliens shielded from deportation under the..." Found at: http://www.breitbart.com/big-government/2017/12/11/nearly-2-out-of-5-swing-voters-say-daca-amnesty-should-not-be-a-priority/,,,,,,,
2017,12,11,06:03:1,2017,12,11,06:03:1,,Bay Area Liberals Economically Carpet Bombed by Trump Tax Reform - Breitbart,"The San Francisco Bay Area, as America’s most liberal metropolitan area is about to be economically carpet bombed by tax reform." Found at: http://www.breitbart.com/california/2017/12/11/bay-area-liberals-economically-carpet-bombed-by-trump-tax-reform/,,,,,,,
2017,12,10,19:05:4,2017,12,10,19:05:4,,Survey: DACA Amnesty is Low Priority For Democrats, Swing-Voters - Breitbart,"65 percent of Democrats said illegal immigration "should not be a priority'"" Found at: http://www.breitbart.com/big-government/2017/12/10/survey-daca-amnesty-low-priority-democrats-swing-voters/,,,,,,,
2017,12,10,14:22:0,2017,12,10,14:22:0,,Trump: 'If Alabama Elects Liberal Dem Doug Jones' Pro-American Immigration Agenda 'Will Be Stopped Cold' - Breitbart,"Trump: 'If Alabama Elects Liberal Dem Doug Jones' Pro-American Immigration Agenda 'Will Be Stopped Cold'" Found at: http://www.breitbart.com/big-government/2017/12/10/trump-alabama-elects-liberal-dem-doug-jones-pro-american-immigration-agenda-will-stopped-cold/,,,,,,,
2017,12,28,16:02:2,2017,12,28,16:02:2,,Poll: Mark Cuban Could Beat President Trump in 2020...in Texas - Breitbart,"It's been quite some time since the Lone Star State went blue, however, according to a new poll, there's a man who could make that happen in" Found at: http://www.breitbart.com/sports/2017/12/28/poll-mark-cuban-could-beat-president-trump-2020-texas/,,,,,,,
2017,12,28,12:40:4,2017,12,28,12:40:4,,John Podesta Describes How Donald Trump Nearly Ruined His Vacation with a Tweet,"Former Hillary Clinton campaign Chair John Podesta has his vacation almost ruined in July when President Trump tweeted about him." Found at: http://www.breitbart.com/big-government/2017/12/28/john-podesta-describes-donald-trump-nearly-ruined-vacation-tweet/,,,,,,,
2017,12,28,10:59:2,2017,12,28,10:59:2,,Police Deaths Approach 50-Year Low During Trump's First Year in Office - Breitbart,"The National Law Enforcement Officers Memorial Fund indicates police deaths neared a 50-year low during President Donald Trump's first year in office." Found at: http://www.breitbart.com/big-government/2017/12/28/police-deaths-approaches-50-year-low/,,,,,,,
2017,12,27,19:45:2,2017,12,27,19:45:2,,Report: Chinese Solar Manufacturers Drove American Companies into Bankruptcy, Prompting Mass Layoffs - Breitbart,"Two American solar manufacturing companies allege that they were practically driven out of business by Chinese solar manufacturers." Found at: http://www.breitbart.com/big-government/2017/12/27/report-chinese-solar-manufacturers-drove-american-companies-into-bankruptcy-prompting-mass-layoffs/,,,,,,,
2017,12,27,13:13:5,2017,12,27,13:13:5,,Report: 200 Middle East Nationals with 'Mental Health' Issues to Arrive in U.S. as Refugees Next Year - Breitbart,"Nearly 200 Middle East nationals, primarily from Pakistan and Afghanistan, will arrive in the United States as refugees in January" Found at: http://www.breitbart.com/big-government/2017/12/27/report-200-middle-east-nationals-with-mental-health-issues-to-arrive-in-u-s-as-refugees-next-year/,,,,,,,
2017,12,27,12:39:1,2017,12,27,12:39:1,,Islamic State Has Lost Most of Its 'Caliphate,' Bulk of It Since Trump Took Gloves Off Military,"The Islamic State has lost 98 percent of the territory it once held, much of it since President Donald Trump took office." Found at: http://www.breitbart.com/national-security/2017/12/27/isis-lost-most-caliphate-bulk-trump-took-gloves-off-military/,,,,,,,
2017,12,27,08:24:3,2017,12,27,08:24:3,,Director Ridley Scott Offers Strong Defense of Trump Tax Reform,"Legendary Hollywood director Ridley Scott volunteered a defense of President Trump's and the GOP's tax cut reform." Found at: http://www.breitbart.com/big-hollywood/2017/12/27/director-ridley-scott-offers-strong-defense-trump-tax-reform/,,,,,,,
2017,12,26,16:49:4,2017,12,26,16:49:4,,U.S. Companies Follow Trump's Lead on Economic Nationalism, File Record Number of Trade Lawsuits in 2017 - Breitbart,"U.S. Companies Follow Trump's Lead on Economic Nationalism, File Record Number of Trade Lawsuits in 2017" Found at: http://www.breitbart.com/big-government/2017/12/26/u-s-companies-follow-trumps-lead-economic-nationalism-file-record-number-trade-lawsuits-2017/,,,,,,,
2017,12,26,14:50:5,2017,12,26,14:50:5,,CBO: At Least 4.5M Anchor Babies in U.S.,"There are an estimated 4.5 million U.S.-born children with citizenship despite at least one of their parents being an illegal alien." Found at: http://www.breitbart.com/big-government/2017/12/26/cbo-at-least-4-5m-anchor-babies-in-u-s/,,,,,,,
2017,12,26,14:07:4,2017,12,26,14:07:4,,'If DREAM Act Were So Popular, Dems Would've Shut Down Gov't:' Tom Cotton Fires Back at Amnesty Advocates,"'If DREAM Act Were So Popular, Dems Would've Shut Down Gov't:' Tom Cotton Fires Back at Amnesty Advocates" Found at: http://www.breitbart.com/big-government/2017/12/26/if-dream-act-were-so-popular-dems-wouldve-shut-down-govt-tom-cotton-fires-back-at-amnesty-advocates/,,,,,,,
2017,12,26,13:53:1,2017,12,26,13:53:1,,Tom Cotton: 'Not Nativist' to Want Immigration Policy 'Crafted to Benefit American Citizens, Not Foreigners',"Sen. Tom Cotton (R-AR), says it is "not a 'nativist view" to want a national immigration policy that benefits American citizens." Found at: http://www.breitbart.com/big-government/2017/12/26/tom-cotton-not-nativist-to-want-immigration-policy-crafted-to-benefit-american-citizens-not-foreigners/,,,,,,,
2017,12,24,08:56:3,2017,12,24,08:56:3,,'Every American Heart is Thankful:' President Trump Wishes Overseas Soldiers 'Very Merry Christmas',"President Trump praised the men and women of the American armed forces who are overseas during the Christmas season." Found at: http://www.breitbart.com/big-government/2017/12/24/every-american-heart-is-thankful-president-trump-wishes-overseas-soldiers-very-merry-christmas/,,,,,,,
2017,12,24,06:40:1,2017,12,24,06:40:1,,Indian National to Be Deported After Profiting $20M by Fraudulently Importing H-1B Foreign Workers,"An Indian national who pocketed $20 million by fraudulently importing foreign workers through the H-1B visa program will be deported." Found at: http://www.breitbart.com/big-government/2017/12/24/indian-national-to-be-deported-after-profiting-20m-by-fraudulently-importing-h-1b-foreign-workers/,,,,,,,
2017,12,24,05:39:2,2017,12,24,05:39:2,,Pakistani Woman Accused of Sending Bitcoin to Islamic State Entered U.S. Through Chain Migration,"A woman accused of sending Bitcoin currency to send thousands of dollars to Islamic State fighters was able to the enter the U.S. as..." Found at: http://www.breitbart.com/big-government/2017/12/24/pakistani-woman-accused-of-sending-bitcoin-to-isis-entered-u-s-through-chain-migration/,,,,,,,
2017,12,24,05:22:3,2017,12,24,05:22:3,,DHS: Chain Migration Imported Terror Suspect Accused of Targeting Pennsylvania Police,"The terror suspect accused of targeting police in Pennsylvania entered the U.S. as a foreign relative of a newly naturalized immigrant." Found at: http://www.breitbart.com/big-government/2017/12/24/dhs-chain-migration-imported-terror-suspect-accused-of-targeting-pennsylvania-police/,,,,,,,
2017,12,23,21:55:4,2017,12,23,21:55:4,,Weak: Trump Whines About Big Luther's Collapse in Alabama, Sides with McConnell and Establishment - Breitbart,""Good Republican candidates will win BIG!," President Trump tweeted late Saturday afternoon." Found at: http://www.breitbart.com/big-government/2017/12/23/weak-trump-whines-about-big-luthers-collapse-in-alabama-sides-with-mcconnell-and-establishment/,,,,,,,
2017,12,22,12:28:1,2017,12,22,12:28:1,,Morrissey Blasts 'Hateful' Media, Wishes Public 'Christmas Free of Terrorism' In End of Year Speech (Video),"Morrissey denied he would kill President Trump and wished the public a Merry Christmas "free of terrorism" in an end of year speech." Found at: http://www.breitbart.com/big-hollywood/2017/12/22/morrissey-blasts-media-wishes-public-christmas-free-terrorism-video/,,,,,,,
2017,12,22,08:09:3,2017,12,22,08:09:3,,Nikki Haley to Hold Reception for Countries Who Snubbed U.N. Jerusalem Resolution,"Nikki Haley will hold a reception for countries who did not support a U.N. General Assembly vote condemning the U.S.' stance on Jerusalem." Found at: http://www.breitbart.com/national-security/2017/12/22/nikki-haley-hold-reception-countries-snubbed-jerusalem-resolution/,,,,,,,
2017,12,22,06:54:5,2017,12,22,06:54:5,,As the NFL Fades, Vince McMahon Sells $100 Million in WWE Stock, Moves Closer to Resurrecting XFL - Breitbart,"Nearly seventeen years ago, WWE President Vince McMahon saw a vision of his come to life. The career athlete-entertainer fielded a league" Found at: http://www.breitbart.com/sports/2017/12/22/nfl-fades-vince-mcmahon-sells-100-million-wwe-stock-moves-closer-resurrecting-xfl/,,,,,,,
2017,12,22,05:04:5,2017,12,22,05:04:5,,Harveywood Fallout: President Trump Has Better Poll Numbers Than Meryl Streep - Breitbart,"With a dismal 58 percent disapproval rating, Meryl Streep is in worse shape than President Trump, a man she smeared with provable lies." Found at: http://www.breitbart.com/big-hollywood/2017/12/22/harveywood-fallout-trump-better-poll-numbers-meryl-streep/,,,,,,,
2017,12,21,16:27:3,2017,12,21,16:27:3,,Nearly 95 Percent of Foreign Nationals in Federal Prison Are Illegal Aliens - Breitbart,"The vast majority of foreign nationals sitting in American federal prisons are illegal aliens, the DOJ and the DHS revealed" Found at: http://www.breitbart.com/big-government/2017/12/21/nearly-95-percent-of-foreign-nationals-in-federal-prison-are-illegal-aliens/,,,,,,,
2017,12,20,16:33:3,2017,12,20,16:33:3,,Mark Walters: Top Five Gun Rights Stories of 2017 - Breitbart,"During recent broadcasts of Armed American Radio I have discussed what I consider the top five most gun rights stories of 2017." Found at: http://www.breitbart.com/big-government/2017/12/20/mark-walters-top-five-gun-rights-stories-2017/,,,,,,,
2017,12,20,13:41:2,2017,12,20,13:41:2,,Tax Reform Takes Priority Over Trump's Popular Pro-American Immigration Agenda,"None of the legal immigration reforms the White House pushed Congress to enact are projected to see the light of day before the end of the year." Found at: http://www.breitbart.com/big-government/2017/12/20/tax-reform-takes-priority-over-trumps-popular-pro-american-immigration-agenda/,,,,,,,
2017,12,20,12:41:2,2017,12,20,12:41:2,,ESPN's Jemele Hill On Trump: 'I Thought Everybody Knew (Trump Is A White Supremacist)' - Breitbart,"It's no secret that ESPN’s Jemele Hill, believes that President Trump is a “white supremacist.” The only surprise is, according to Hill, that" Found at: http://www.breitbart.com/sports/2017/12/20/espns-hill-on-trump-i-thought-everybody-knew-trump-is-a-white-supremacist/,,,,,,,
2017,12,20,08:27:0,2017,12,20,08:27:0,,Trump Team Cries Foul After Robert Mueller Obtains Thousands of Trump Transition Emails,"Robert Mueller came under fire from the Trump administration after his team obtained “many tens of thousands” of Trump transition emails." Found at: http://www.breitbart.com/big-government/2017/12/20/robert-mueller-obtains-thousands-trump-transition-emails-trump-team-cries-foul/,,,,,,,
2017,12,19,22:07:1,2017,12,19,22:07:1,,'We Will Be Prepared to Fight:' Pro-American Immigration Reformers Gear Up for 2018 DACA Amnesty Battle - Breitbart,"The Republican establishment and Democrats are already looking to slip the amnesty into a 2018 spending bill." Found at: http://www.breitbart.com/big-government/2017/12/19/we-will-be-prepared-to-fight-pro-american-immigration-reformers-gear-up-for-2018-daca-amnesty-battle/,,,,,,,
2017,12,19,14:46:4,2017,12,19,14:46:4,,Gabby Giffords' Group Sues President Trump to Discover Judicial Nominees' NRA Ties - Breitbart,"Gabby Giffords' gun control group filed suit Tuesday to discover which, if any, of President Trump's judicial nominees have NRA ties." Found at: http://www.breitbart.com/big-government/2017/12/19/gabby-giffords-group-sues-president-trump-to-discover-judicial-nominees-nra-ties/,,,,,,,
2017,12,19,05:53:4,2017,12,19,05:53:4,,LeBron James on President Trump: 'We're not Going to Let One Person Dictate Us' - Breitbart,"After taking a stand for harmony and togetherness by wearing black sneaker and white sneakers with the word "Equality" written on them" Found at: http://www.breitbart.com/sports/2017/12/19/lebron-james-on-president-trump-were-not-going-to-let-one-person-dictate-us/,,,,,,,
2017,12,18,16:48:1,2017,12,18,16:48:1,,American Truck Drivers Hit with Obama-Era Regulation as Trump Admin Fails to Delay Implementation - Breitbart,"Truck drivers across the US faced a major change in operations today as Trump's administration failed to roll back a regulation." Found at: http://www.breitbart.com/big-government/2017/12/18/american-truck-drivers-hit-with-obama-era-regulation-as-trump-admin-fails-to-delay-implementation/,,,,,,,
2017,12,18,16:47:1,2017,12,18,16:47:1,,Five Years of Chain Migration Adds More People to U.S. than One Year of American Births - Breitbart,"Foreigners brought more children to America from 2005 to 2015 than American parents delivered in any two years of the decade." Found at: http://www.breitbart.com/big-government/2017/12/18/five-years-of-chain-migration-adds-more-people-to-u-s-than-one-year-of-american-births/,,,,,,,
2018,01,05,16:41:5,2018,01,05,16:41:5,,Two More Individuals Charged with Voter Fraud in 2016 Election - Breitbart,"Kris Kobach has filed two more criminal complaints against individuals he says committed voter fraud during the 2016 general election." Found at: http://www.breitbart.com/big-government/2018/01/05/two-more-individuals-charged-with-voter-fraud-in-2016-election/,,,,,,,
2018,01,05,00:01:3,2018,01,05,00:01:3,,CNN Tries, Fails to Get Donald Trump Kicked off Twitter - Breitbart,"CNN's Brian Stelter asked Twitter whether Trump's tweet threatening North Korea violated the social media network's terms of service." Found at: http://www.breitbart.com/california/2018/01/05/president-trump-adds-3-5-billion-to-twitters-value/,,,,,,,
2018,01,04,10:56:2,2018,01,04,10:56:2,,'Why Isn't Trump Banned from Twitter?' The Leftist Media Wants to Know - Breitbart,"Left-wing commentators think that mocking North Korean leader Kim Jong-un could be an example of "hateful content" on Twitter." Found at: http://www.breitbart.com/tech/2018/01/04/why-isnt-trump-banned-from-twitter-the-leftist-media-wants-to-know/,,,,,,,
2018,01,04,06:48:1,2018,01,04,06:48:1,,President Trump Rips Protesting NFL Players on Twitter - Breitbart,"President Trump once again set his sights on protesting NFL players, in a Thursday morning tweet." Found at: http://www.breitbart.com/sports/2018/01/04/president-trump-rips-protesting-nfl-players-twitter/,,,,,,,
2018,01,04,04:48:2,2018,01,04,04:48:2,,Donald Trump Jr.: Bannon 'Nightmare of Backstabbing, Leaking, Lying, Undermining',"Donald Trump Jr., personally responded to reports of comments made by Breitbart News Executive Chairman Steve Bannon about the Trump family." Found at: http://www.breitbart.com/big-government/2018/01/04/donald-trump-jr-bannon-nightmare-backstabbing-leaking-lying-undermining/,,,,,,,
2018,01,03,18:17:3,2018,01,03,18:17:3,,Exclusive-Kris Kobach: Voter Fraud Commission 'Being Handed Off' to DHS, Will No Longer Be 'Stonewalled' by Dems - Breitbart,"The Presidential Advisory Commission on Election Integrity will be "handed off" to DHS to "more effectively" investigate voter fraud." Found at: http://www.breitbart.com/big-government/2018/01/03/exclusive-kris-kobach-voter-fraud-commission-being-handed-off-to-dhs-will-no-longer-be-stonewalled-by-dems/,,,,,,,
2018,01,03,16:35:2,2018,01,03,16:35:2,,Poll: 60 Percent of Likely Voters Want to End 'Visa Lottery' Responsible for Importing NYC Terror Suspect - Breitbart,"Roughly three in five likely American voters say the Diversity Visa Lottery that imports 50,000 random foreign nationals every year to the US should end." Found at: http://www.breitbart.com/big-government/2018/01/03/poll-60-percent-of-likely-voters-want-to-end-visa-lottery-responsible-for-importing-nyc-terror-suspect/,,,,,,,
2018,01,03,15:07:0,2018,01,03,15:07:0,,Report: At Least 1-in-7 DACA Illegal Aliens Would End Up on Medicaid Following Amnesty - Breitbart,"Nearly one in seven illegal aliens shielded from deportation by DACA would end up on Medicaid if they were given amnesty." Found at: http://www.breitbart.com/big-government/2018/01/03/report-at-least-1-in-7-daca-illegal-aliens-would-end-up-on-medicaid-following-amnesty/,,,,,,,
2018,01,03,14:21:1,2018,01,03,14:21:1,,President Trump Will Attend College Football National Championship Game, Anti-Trump Kendrick Lamar Is the Halftime Act - Breitbart,"Citing two sources withing the administration, USA Today has confirmed that President Trump will attend Monday night's national championship" Found at: http://www.breitbart.com/sports/2018/01/03/president-trump-attend-college-football-national-championship-game-anti-trump-kendrick-lamar-halftime-act/,,,,,,,
2018,01,03,09:52:3,2018,01,03,09:52:3,,Britain Flirts With Joining The Trans-Pacific Partnership 'Trade Deal'... MORE Migration, LESS Sovereignty -- It's EU-Plus!,"The powers-that-be learned nothing from Brexit. They didn't get that Brexit was a pro-sovereignty, anti-mass migration vote..." Found at: http://www.breitbart.com/london/2018/01/03/britain-flirts-joining-trans-pacific-partnership-trade-deal-heres-need-know/,,,,,,,
2018,01,03,08:51:0,2018,01,03,08:51:0,,Student Group Triggered by Wisconsin Badgers Staying at Trump Hotel for Orange Bowl - Breitbart,"Nearly the entire population of Madison, Wisconsin, stood in support of the Wisconsin Badgers before they left to take on the Miami Hurricanes" Found at: http://www.breitbart.com/sports/2018/01/03/student-group-triggered-by-wisconsin-badgers-staying-at-trump-hotel-for-orange-bowl/,,,,,,,
2018,01,02,15:06:4,2018,01,02,15:06:4,,Trump-Themed Fantasy Football Trophies Become Top Seller - Breitbart,"President Donald Trump may have been at odds with professional football over the last six months or so, but football fans don't seem to mind." Found at: http://www.breitbart.com/sports/2018/01/02/trump-themed-fantasy-football-trophies-become-top-seller/,,,,,,,
2018,01,02,14:59:0,2018,01,02,14:59:0,,Data: Obama Outpaced Trump's Annual Refugee Admissions in Three Months - Breitbart,"Obama outpacedTrump's first year of foreign refugee admissions in just three months, new immigration data reveals." Found at: http://www.breitbart.com/big-government/2018/01/02/data-obama-outpaced-trumps-annual-refugee-admissions-in-three-months/,,,,,,,
2018,01,02,14:50:1,2018,01,02,14:50:1,,Trump's Prioritizing DACA Illegal Aliens Breaks with 'No Amnesty' Commitment - Breitbart,"President Trump's prioritization of the DACA program breaks his commitment to put American citizens first in every decision." Found at: http://www.breitbart.com/big-government/2018/01/02/trumps-prioritizing-daca-illegal-aliens-breaks-with-no-amnesty-commitment/,,,,,,,
2018,01,02,06:53:4,2018,01,02,06:53:4,,Pro Golfer: President Trump Played 'Some Good Golf' - Breitbart,"Taylor Funk is a professional golfer, of additional importance, he was also a recent golfing partner of President Trump. And according to Funk" Found at: http://www.breitbart.com/sports/2018/01/02/pro-golfer-president-trump-played-good-golf/,,,,,,,
2018,01,01,09:42:4,2018,01,01,09:42:4,,Data: Trump Admin Reduces Refugee Admissions by 70 Percent in First Year,"President Trump reduced foreign refugee admissions by roughly 70 percent in nearly the first year of his presidency, a new report reveals." Found at: http://www.breitbart.com/big-government/2018/01/01/data-trump-admin-reduces-refugee-admissions-by-70-percent-in-first-year/,,,,,,,
2018,01,01,08:55:0,2018,01,01,08:55:0,,Fashion Notes: Melania Trump Is Glitter Queen at White House New Year's Eve Party,"Melania celebrated alongside President Trump and their son, Barron, in a glittering party dress inspired by the Reagan era of the 1980s." Found at: http://www.breitbart.com/big-hollywood/2018/01/01/fashion-notes-melania-trump-is-the-glitter-queen-at-white-house-new-years-eve-party/,,,,,,,
2018,01,01,08:15:3,2018,01,01,08:15:3,,New York Democrat Governor Pardons 18 Illegal Aliens,"New York Governor Andrew Cuomo pardoned 18 illegal aliens who will now be able to remain in the U.S.and circumvent or defer deportation." Found at: http://www.breitbart.com/big-government/2018/01/01/new-york-democrat-governor-pardons-18-illegal-aliens/,,,,,,,
2017,12,31,14:34:0,2017,12,31,14:34:0,,President Trump's Top Six Pro-Gun Moments of 2017 - Breitbart,"From the moment President Trump hit the campaign trial till now he has been a vocal supporter of the people's right to keep and bear arms." Found at: http://www.breitbart.com/big-government/2017/12/31/president-trumps-top-pro-gun-moments-2017/,,,,,,,
2017,12,31,10:33:0,2017,12,31,10:33:0,,Federal Court Rules that HS Football Player Can't Be Forced to Stand During the National Anthem - Breitbart,"Federal Court Rules that HS Football Player Can't Be Forced to Stand During the National Anthem" Found at: http://www.breitbart.com/sports/2017/12/31/federal-court-rules-hs-football-player-cant-forced-stand-national-anthem/,,,,,,,
2017,12,31,00:06:0,2017,12,31,00:06:0,,Why Defense Secretary Jim Mattis Doesn’t Carry Challenge Coins: ‘I’m Saving Money for Bombs’,"At a remote military base in Jordan earlier this month, U.S. Marines were abuzz with excitement -- Defense Secretary Jim Mattis was in town." Found at: http://www.breitbart.com/big-government/2017/12/31/why-defense-secretary-jim-mattis-doesnt-carry-challenge-coins-im-saving-money-for-bombs/,,,,,,,
2017,12,30,17:08:2,2017,12,30,17:08:2,,Back to the WWE Future: Kids Make Wrestling Great Again - Breitbart,"Ric Flair tells us "To be the man, you gotta beat the man". Well, for a few years in the 1980s, I was the man when it came to wrestling" Found at: http://www.breitbart.com/sports/2017/12/30/back-to-the-wwe-future-kids-make-wrestling-great-again/,,,,,,,
2017,12,30,08:25:2,2017,12,30,08:25:2,,Report: China, U.S. Clash over Blacklisting Ships That Violate U.N. Sanctions on North Korea,"China is reportedly pushing back against a U.S. move to blacklist cargo ships that violate U.N. sanctions against North Korea." Found at: http://www.breitbart.com/national-security/2017/12/30/report-china-u-s-clash-blacklisting-ships-violate-u-n-sanctions-north-korea/,,,,,,,
2017,12,29,19:07:0,2017,12,29,19:07:0,,DHS: Deportations of Illegal Aliens Living Across U.S. Increase 37 Percent Under Trump - Breitbart,"Deportations of illegal aliens living across the United States in the interior of the country increased 37% under President Trump." Found at: http://www.breitbart.com/big-government/2017/12/29/dhs-deportations-of-illegal-aliens-living-across-u-s-increase-37-percent-under-trump/,,,,,,,
2017,12,29,15:28:5,2017,12,29,15:28:5,,Ann Coulter: No DACA Amnesty 'Until There's a Wall and Hell Freezes Over' - Breitbart,"Ann Coulter says President Trump should not begin to consider amnesty for illegal aliens "until there's a wall and hell freezes over."" Found at: http://www.breitbart.com/big-government/2017/12/29/ann-coulter-no-daca-amnesty-until-theres-a-wall-and-hell-freezes-over/,,,,,,,
2017,12,29,15:00:2,2017,12,29,15:00:2,,Donald Trump Gives Impromptu Interview to NYT on Russia Probe, China,"President Trump gave an impromptu interview Thursday to the New York Times, and spoke about the Russia probe and North Korea." Found at: http://www.breitbart.com/big-government/2017/12/29/donald-trump-gives-impromptu-interview-to-nyt-on-russia-probe-china/,,,,,,,
2017,12,29,14:00:4,2017,12,29,14:00:4,,Warriors Coach Steve Kerr: 'Our Core Values' As a Nation Are 'Under Attack' - Breitbart,"Golden State Warriors head coach Steve Kerr has issued a call to action. The NBA champion player and coach believes our nation's" Found at: http://www.breitbart.com/sports/2017/12/29/warriors-coach-steve-kerr-core-values-nation-attack/,,,,,,,
